0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
AB,BN,DS,DT,HT,Ibk,J48,Jrip,LMT,Log,LB,MLP,NB,ONE,PART,RC,RF,RS,RT,REP,SGD,SL,SVM,STK,VOTE,VP,ZERO
